sample_accession	run_accession	library_layout	organism	Platform	UMI	study_accession	Tissue	Covariate	Age	integration_group	TissueNote	Source	bam10x	Comment	biosample	Organ
EGAF00004257586	EGAF00004257586	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_F_Rt_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257560	EGAF00004257560	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D3_Ch	NA	Late	HS_D3_Ch_F_Lf_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Choroid
EGAF00004257585	EGAF00004257585	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_F_Rt_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257558	EGAF00004257558	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D3_Ch	NA	Late	HS_D3_Ch_F_Lf_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Choroid
EGAF00004257584	EGAF00004257584	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_F_Rt_S1_lib3 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257582	EGAF00004257582	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_F_Rt_S1_lib4 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257550	EGAF00004257550	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D3_Ch	NA	Late	HS_D3_Ch_F_Rt_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Choroid
EGAF00004257581	EGAF00004257581	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_F_Rt_S1_lib5 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257549	EGAF00004257549	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D3_Ch	NA	Late	HS_D3_Ch_F_Rt_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Choroid
EGAF00004257583	EGAF00004257583	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_F_Rt_S1_lib6 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257477	EGAF00004257477	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D4_Ch	NA	Late	HS_D4_Ch_F_Lf_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Choroid
EGAF00004257579	EGAF00004257579	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_F_Rt_S1_lib7 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257476	EGAF00004257476	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D4_Ch	NA	Late	HS_D4_Ch_F_Lf_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Choroid
EGAF00004257580	EGAF00004257580	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_F_Rt_S1_lib8 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257475	EGAF00004257475	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D4_Ch	NA	Late	HS_D4_Ch_F_Lf_S1_lib3 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Choroid
EGAF00004257561	EGAF00004257561	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D3_Re	NA	Late	HS_D3_Re_F_Lf_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257559	EGAF00004257559	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D3_Re	NA	Late	HS_D3_Re_F_Lf_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257552	EGAF00004257552	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D3_Re	NA	Late	HS_D3_Re_F_Rt_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257553	EGAF00004257553	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D3_Re	NA	Late	HS_D3_Re_F_Rt_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257544	EGAF00004257544	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D4_Re	NA	Late	HS_D4_Re_F_Lf_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257545	EGAF00004257545	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D4_Re	NA	Late	HS_D4_Re_F_Lf_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257478	EGAF00004257478	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D4_Re	NA	Late	HS_D4_Re_F_Lf_S1_lib3 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257543	EGAF00004257543	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D4_Re	NA	Late	HS_D4_Re_F_Lf_S1_lib4 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257465	EGAF00004257465	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D4_Re	NA	Late	HS_D4_Re_F_Rt_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257464	EGAF00004257464	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D4_Re	NA	Late	HS_D4_Re_F_Rt_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257463	EGAF00004257463	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D4_Re	NA	Late	HS_D4_Re_F_Rt_S1_lib3 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257462	EGAF00004257462	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D4_Re	NA	Late	HS_D4_Re_F_Rt_S1_lib4 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257473	EGAF00004257473	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D4_Ch	NA	Late	HS_D4_Ch_F_Lf_S1_lib4 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Choroid
EGAF00004257458	EGAF00004257458	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D4_Ch	NA	Late	HS_D4_Ch_F_Rt_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Choroid
EGAF00004257562	EGAF00004257562	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D1_Ch	NA	Late	HS_D1_Ch_P_Rt_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Choroid
EGAF00004257563	EGAF00004257563	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D1_Ch	NA	Late	HS_D1_Ch_P_Lf_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Choroid
EGAF00004257570	EGAF00004257570	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Rt_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257555	EGAF00004257555	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D3_Ch	NA	Late	HS_D3_Ch_P_Lf_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Choroid
EGAF00004257568	EGAF00004257568	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Rt_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257554	EGAF00004257554	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D3_Ch	NA	Late	HS_D3_Ch_P_Lf_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Choroid
EGAF00004257569	EGAF00004257569	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Rt_S1_lib3 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257567	EGAF00004257567	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Rt_S1_lib4 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257547	EGAF00004257547	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D3_Ch	NA	Late	HS_D3_Ch_P_Rt_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Choroid
EGAF00004257566	EGAF00004257566	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Rt_S1_lib5 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257546	EGAF00004257546	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D3_Ch	NA	Late	HS_D3_Ch_P_Rt_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Choroid
EGAF00004257565	EGAF00004257565	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Rt_S1_lib6 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257469	EGAF00004257469	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D4_Ch	NA	Late	HS_D4_Ch_P_Lf_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Choroid
EGAF00004257564	EGAF00004257564	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Rt_S1_lib7 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257470	EGAF00004257470	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D4_Ch	NA	Late	HS_D4_Ch_P_Lf_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Choroid
EGAF00004257467	EGAF00004257467	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D4_Ch	NA	Late	HS_D4_Ch_P_Lf_S1_lib3 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Choroid
EGAF00004257466	EGAF00004257466	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D4_Ch	NA	Late	HS_D4_Ch_P_Lf_S1_lib4 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Choroid
EGAF00004257577	EGAF00004257577	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Lf_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257578	EGAF00004257578	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Lf_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257576	EGAF00004257576	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Lf_S1_lib3 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257574	EGAF00004257574	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Lf_S1_lib4 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257575	EGAF00004257575	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Lf_S1_lib5 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257572	EGAF00004257572	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Lf_S1_lib6 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257571	EGAF00004257571	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Lf_S1_lib8 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257573	EGAF00004257573	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Lf_S1_lib7 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257557	EGAF00004257557	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D3_Re	NA	Late	HS_D3_Re_P_Lf_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257556	EGAF00004257556	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D3_Re	NA	Late	HS_D3_Re_P_Lf_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257551	EGAF00004257551	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D3_Re	NA	Late	HS_D3_Re_P_Rt_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257461	EGAF00004257461	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D4_Re	NA	Late	HS_D4_Re_P_Rt_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257548	EGAF00004257548	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D3_Re	NA	Late	HS_D3_Re_P_Rt_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257474	EGAF00004257474	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D4_Re	NA	Late	HS_D4_Re_P_Lf_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257472	EGAF00004257472	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D4_Re	NA	Late	HS_D4_Re_P_Lf_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257471	EGAF00004257471	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D4_Re	NA	Late	HS_D4_Re_P_Lf_S1_lib3 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257468	EGAF00004257468	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D4_Re	NA	Late	HS_D4_Re_P_Lf_S1_lib4 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257460	EGAF00004257460	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D4_Re	NA	Late	HS_D4_Re_P_Rt_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257459	EGAF00004257459	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D4_Re	NA	Late	HS_D4_Re_P_Rt_S1_lib3 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA		NA	Eye
EGAF00004257412	EGAF00004257412	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B2	210	Early	F49-W30-B2-S2-I_lib1 Sample alias: cell line (01F49i-N-B7) - culture week (Week 6 12 18 24 30 38 or 46) - organoid batch number (Batch 1 2 or 3) - Sample number - Pool (P) or Individual (I) organoids _technical replicate number	Organoid	NA		NA	Eye
EGAF00004257410	EGAF00004257410	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B2	210	Early	F49-W30-B2-S3-I_lib1 Sample alias: cell line (01F49i-N-B7) - culture week (Week 6 12 18 24 30 38 or 46) - organoid batch number (Batch 1 2 or 3) - Sample number - Pool (P) or Individual (I) organoids _technical replicate number	Organoid	NA		NA	Eye
EGAF00004257409	EGAF00004257409	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B2	266	Early	F49-W38-B2-S1-I_lib1 Sample alias: cell line (01F49i-N-B7) - culture week (Week 6 12 18 24 30 38 or 46) - organoid batch number (Batch 1 2 or 3) - Sample number - Pool (P) or Individual (I) organoids _technical replicate number	Organoid	NA		NA	Eye
EGAF00004257405	EGAF00004257405	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B2	266	Early	F49-W38-B2-S2-I_lib1 Sample alias: cell line (01F49i-N-B7) - culture week (Week 6 12 18 24 30 38 or 46) - organoid batch number (Batch 1 2 or 3) - Sample number - Pool (P) or Individual (I) organoids _technical replicate number	Organoid	NA		NA	Eye
EGAF00004257406	EGAF00004257406	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B2	266	Early	F49-W38-B2-S1-I_lib2 Sample alias: cell line (01F49i-N-B7) - culture week (Week 6 12 18 24 30 38 or 46) - organoid batch number (Batch 1 2 or 3) - Sample number - Pool (P) or Individual (I) organoids _technical replicate number	Organoid	NA		NA	Eye
EGAF00004257407	EGAF00004257407	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B2	266	Early	F49-W38-B2-S2-I_lib2 Sample alias: cell line (01F49i-N-B7) - culture week (Week 6 12 18 24 30 38 or 46) - organoid batch number (Batch 1 2 or 3) - Sample number - Pool (P) or Individual (I) organoids _technical replicate number	Organoid	NA		NA	Eye
EGAF00004257414	EGAF00004257414	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B1	210	Early	F49-W30-B1-S1-I_lib1 Sample alias: cell line (01F49i-N-B7) - culture week (Week 6 12 18 24 30 38 or 46) - organoid batch number (Batch 1 2 or 3) - Sample number - Pool (P) or Individual (I) organoids _technical replicate number	Organoid	NA		NA	Eye
EGAF00004257413	EGAF00004257413	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B1	210	Early	F49-W30-B1-S1-I_lib2 Sample alias: cell line (01F49i-N-B7) - culture week (Week 6 12 18 24 30 38 or 46) - organoid batch number (Batch 1 2 or 3) - Sample number - Pool (P) or Individual (I) organoids _technical replicate number	Organoid	NA		NA	Eye
