sample_accession	run_accession	library_layout	organism	Platform	UMI	study_accession	Tissue	Covariate	Age	integration_group	TissueNote	Source	bam10x	Comment	biosample	Organ
SRS5281879	SRR9990796	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor4	NA	Late	Peripheral-12mm-cd31-enriched-donor4	Tissue	NA		SAMN12592463	Eye
SRS5281879	SRR9990797	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor4	NA	Late	Peripheral-12mm-cd31-enriched-donor4	Tissue	NA		SAMN12592463	Eye
SRS5281879	SRR9990798	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor4	NA	Late	Peripheral-12mm-cd31-enriched-donor4	Tissue	NA		SAMN12592463	Eye
SRS5281880	SRR9990799	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor5	NA	Late	Peripheral-12mm-cd31-enriched-donor5	Tissue	NA		SAMN12592462	Eye
SRS5281880	SRR9990802	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor5	NA	Late	Peripheral-12mm-cd31-enriched-donor5	Tissue	NA		SAMN12592462	Eye
SRS5281880	SRR9990800	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor5	NA	Late	Peripheral-12mm-cd31-enriched-donor5	Tissue	NA		SAMN12592462	Eye
SRS5281880	SRR9990801	PAIRED	Homo sapiens	10xv3	YES	SRP218652	RPE	donor5	NA	Late	Peripheral-12mm-cd31-enriched-donor5	Tissue	NA		SAMN12592462	Eye
ERS2852885	ERR2854358	PAIRED	Homo sapiens	10xv2	YES	E-MTAB-7316	Retina	Donor1	NA	Late	female	Tissue	NA		NA	Eye
ERS2852886	ERR2854359	PAIRED	Homo sapiens	10xv2	YES	E-MTAB-7316	Retina	Donor2	NA	Late	male	Tissue	NA		NA	Eye
ERS2852887	ERR2854360	PAIRED	Homo sapiens	10xv2	YES	E-MTAB-7316	Retina	Donor2	NA	Late	male	Tissue	NA		NA	Eye
ERS2852888	ERR2854361	PAIRED	Homo sapiens	10xv2	YES	E-MTAB-7316	Retina	Donor3	NA	Late	female	Tissue	NA		NA	Eye
ERS2852889	ERR2854362	PAIRED	Homo sapiens	10xv2	YES	E-MTAB-7316	Retina	Donor3	NA	Late	female	Tissue	NA		NA	Eye
SRS6517606	SRR11587802	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_22	NA	Late	donor_22_mac_CD31_neg	Tissue	NA		SAMN14668297	Eye
SRS6517606	SRR11587805	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_22	NA	Late	donor_22_mac_CD31_neg	Tissue	NA		SAMN14668297	Eye
SRS6517606	SRR11587808	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_22	NA	Late	donor_22_mac_CD31_neg	Tissue	NA		SAMN14668297	Eye
SRS6517606	SRR11587806	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_22	NA	Late	donor_22_mac_CD31_neg	Tissue	NA		SAMN14668297	Eye
SRS6517606	SRR11587804	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_22	NA	Late	donor_22_mac_CD31_neg	Tissue	NA		SAMN14668297	Eye
SRS6517606	SRR11587809	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_22	NA	Late	donor_22_mac_CD31_neg	Tissue	NA		SAMN14668297	Eye
SRS6517606	SRR11587807	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_22	NA	Late	donor_22_mac_CD31_neg	Tissue	NA		SAMN14668297	Eye
SRS6517606	SRR11587803	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_22	NA	Late	donor_22_mac_CD31_neg	Tissue	NA		SAMN14668297	Eye
SRS6517607	SRR11587811	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_23	NA	Late	donor_23_mac_CD31_pos	Tissue	NA		SAMN14668296	Choroid
SRS6517607	SRR11587816	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_23	NA	Late	donor_23_mac_CD31_pos	Tissue	NA		SAMN14668296	Choroid
SRS6517607	SRR11587817	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_23	NA	Late	donor_23_mac_CD31_pos	Tissue	NA		SAMN14668296	Choroid
SRS6517607	SRR11587815	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_23	NA	Late	donor_23_mac_CD31_pos	Tissue	NA		SAMN14668296	Choroid
SRS6517607	SRR11587812	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_23	NA	Late	donor_23_mac_CD31_pos	Tissue	NA		SAMN14668296	Choroid
SRS6517607	SRR11587810	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_23	NA	Late	donor_23_mac_CD31_pos	Tissue	NA		SAMN14668296	Choroid
SRS6517607	SRR11587814	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_23	NA	Late	donor_23_mac_CD31_pos	Tissue	NA		SAMN14668296	Choroid
SRS6517607	SRR11587813	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_23	NA	Late	donor_23_mac_CD31_pos	Tissue	NA		SAMN14668296	Choroid
SRS6517609	SRR11587830	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_24	NA	Late	donor_24_mac_CD31_pos	Tissue	NA		SAMN14668299	Choroid
SRS6517609	SRR11587833	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_24	NA	Late	donor_24_mac_CD31_pos	Tissue	NA		SAMN14668299	Choroid
SRS6517609	SRR11587831	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_24	NA	Late	donor_24_mac_CD31_pos	Tissue	NA		SAMN14668299	Choroid
SRS6517609	SRR11587826	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_24	NA	Late	donor_24_mac_CD31_pos	Tissue	NA		SAMN14668299	Choroid
SRS6517609	SRR11587828	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_24	NA	Late	donor_24_mac_CD31_pos	Tissue	NA		SAMN14668299	Choroid
SRS6517609	SRR11587829	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_24	NA	Late	donor_24_mac_CD31_pos	Tissue	NA		SAMN14668299	Choroid
SRS6517609	SRR11587832	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_24	NA	Late	donor_24_mac_CD31_pos	Tissue	NA		SAMN14668299	Choroid
SRS6517609	SRR11587827	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_24	NA	Late	donor_24_mac_CD31_pos	Tissue	NA		SAMN14668299	Choroid
SRS6517612	SRR11587854	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_25	NA	Late	donor_25_mac_CD31_neg	Tissue	NA		SAMN14668292	Eye
SRS6517612	SRR11587852	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_25	NA	Late	donor_25_mac_CD31_neg	Tissue	NA		SAMN14668292	Eye
SRS6517612	SRR11587857	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_25	NA	Late	donor_25_mac_CD31_neg	Tissue	NA		SAMN14668292	Eye
SRS6517612	SRR11587850	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_25	NA	Late	donor_25_mac_CD31_neg	Tissue	NA		SAMN14668292	Eye
SRS6517612	SRR11587853	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_25	NA	Late	donor_25_mac_CD31_neg	Tissue	NA		SAMN14668292	Eye
SRS6517612	SRR11587855	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_25	NA	Late	donor_25_mac_CD31_neg	Tissue	NA		SAMN14668292	Eye
SRS6517612	SRR11587851	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_25	NA	Late	donor_25_mac_CD31_neg	Tissue	NA		SAMN14668292	Eye
SRS6517612	SRR11587856	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_25	NA	Late	donor_25_mac_CD31_neg	Tissue	NA		SAMN14668292	Eye
SRS6517605	SRR11587801	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_22	NA	Late	donor_22_mac_CD31_pos	Tissue	NA		SAMN14668298	Choroid
SRS6517605	SRR11587798	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_22	NA	Late	donor_22_mac_CD31_pos	Tissue	NA		SAMN14668298	Choroid
SRS6517605	SRR11587799	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_22	NA	Late	donor_22_mac_CD31_pos	Tissue	NA		SAMN14668298	Choroid
SRS6517605	SRR11587794	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_22	NA	Late	donor_22_mac_CD31_pos	Tissue	NA		SAMN14668298	Choroid
SRS6517605	SRR11587800	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_22	NA	Late	donor_22_mac_CD31_pos	Tissue	NA		SAMN14668298	Choroid
SRS6517605	SRR11587797	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_22	NA	Late	donor_22_mac_CD31_pos	Tissue	NA		SAMN14668298	Choroid
SRS6517605	SRR11587796	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_22	NA	Late	donor_22_mac_CD31_pos	Tissue	NA		SAMN14668298	Choroid
SRS6517605	SRR11587795	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_22	NA	Late	donor_22_mac_CD31_pos	Tissue	NA		SAMN14668298	Choroid
SRS6517608	SRR11587818	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_23	NA	Late	donor_23_mac_CD31_neg	Tissue	NA		SAMN14668295	Eye
SRS6517608	SRR11587823	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_23	NA	Late	donor_23_mac_CD31_neg	Tissue	NA		SAMN14668295	Eye
SRS6517608	SRR11587821	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_23	NA	Late	donor_23_mac_CD31_neg	Tissue	NA		SAMN14668295	Eye
SRS6517608	SRR11587824	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_23	NA	Late	donor_23_mac_CD31_neg	Tissue	NA		SAMN14668295	Eye
SRS6517608	SRR11587819	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_23	NA	Late	donor_23_mac_CD31_neg	Tissue	NA		SAMN14668295	Eye
SRS6517608	SRR11587820	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_23	NA	Late	donor_23_mac_CD31_neg	Tissue	NA		SAMN14668295	Eye
SRS6517608	SRR11587825	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_23	NA	Late	donor_23_mac_CD31_neg	Tissue	NA		SAMN14668295	Eye
SRS6517608	SRR11587822	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_23	NA	Late	donor_23_mac_CD31_neg	Tissue	NA		SAMN14668295	Eye
SRS6517611	SRR11587846	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_25	NA	Late	donor_25_mac_CD31_pos	Tissue	NA		SAMN14668293	Choroid
SRS6517611	SRR11587844	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_25	NA	Late	donor_25_mac_CD31_pos	Tissue	NA		SAMN14668293	Choroid
SRS6517611	SRR11587847	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_25	NA	Late	donor_25_mac_CD31_pos	Tissue	NA		SAMN14668293	Choroid
SRS6517611	SRR11587845	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_25	NA	Late	donor_25_mac_CD31_pos	Tissue	NA		SAMN14668293	Choroid
SRS6517611	SRR11587843	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_25	NA	Late	donor_25_mac_CD31_pos	Tissue	NA		SAMN14668293	Choroid
SRS6517611	SRR11587842	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_25	NA	Late	donor_25_mac_CD31_pos	Tissue	NA		SAMN14668293	Choroid
SRS6517611	SRR11587849	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_25	NA	Late	donor_25_mac_CD31_pos	Tissue	NA		SAMN14668293	Choroid
SRS6517611	SRR11587848	PAIRED	Homo sapiens	10xv3	YES	SRP257883	Choroid	donor_25	NA	Late	donor_25_mac_CD31_pos	Tissue	NA		SAMN14668293	Choroid
SRS6517610	SRR11587840	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_24	NA	Late	donor_24_mac_CD31_neg	Tissue	NA		SAMN14668294	Eye
SRS6517610	SRR11587841	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_24	NA	Late	donor_24_mac_CD31_neg	Tissue	NA		SAMN14668294	Eye
SRS6517610	SRR11587839	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_24	NA	Late	donor_24_mac_CD31_neg	Tissue	NA		SAMN14668294	Eye
SRS6517610	SRR11587834	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_24	NA	Late	donor_24_mac_CD31_neg	Tissue	NA		SAMN14668294	Eye
SRS6517610	SRR11587836	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_24	NA	Late	donor_24_mac_CD31_neg	Tissue	NA		SAMN14668294	Eye
SRS6517610	SRR11587837	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_24	NA	Late	donor_24_mac_CD31_neg	Tissue	NA		SAMN14668294	Eye
SRS6517610	SRR11587838	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_24	NA	Late	donor_24_mac_CD31_neg	Tissue	NA		SAMN14668294	Eye
SRS6517610	SRR11587835	PAIRED	Homo sapiens	10xv3	YES	SRP257883	RPE-Choroid	donor_24	NA	Late	donor_24_mac_CD31_neg	Tissue	NA		SAMN14668294	Eye
SRS5878923	SRR10759475	PAIRED	Homo sapiens	10xv2	YES	SRP238587	Retina	NA	60	Early	Organoid	Organoid	ORG_60b_possorted_genome_bam.bam		SAMN13672644	Eye
SRS5878924	SRR10759476	PAIRED	Homo sapiens	10xv2	YES	SRP238587	Retina	NA	90	Early	Organoid	Organoid	ORG_90_possorted_genome_bam.bam		SAMN13672643	Eye
SRS5878927	SRR10759479	PAIRED	Homo sapiens	10xv2	YES	SRP238587	Retina	NA	205	Early	Organoid	Organoid	ORG_205_possorted_genome_bam.bam		SAMN13672640	Eye
#SRS5878933	SRR10759485	PAIRED	Homo sapiens	10xv2	YES	SRP238587	Retina	NA	82	Early	Fetal	Tissue	NA broken_bam_r2_is_like_10bp_long		SAMN13672658	Eye
SRS5878934	SRR10759486	PAIRED	Homo sapiens	10xv2	YES	SRP238587	Retina	NA	105	Early	Fetal	Tissue	FET_105_possorted_genome_bam.bam		SAMN13672657	Eye
SRS5878938	SRR10759490	PAIRED	Homo sapiens	10xv2	YES	SRP238587	Retina	NA	76	Early	Cell Culture	Cell Culture	RS_76_33_possorted_genome_bam.bam		SAMN13672653	Eye
SRS5878922	SRR10759474	PAIRED	Homo sapiens	10xv2	YES	SRP238587	Retina	NA	60	Early	Organoid	Organoid	ORG_60a_possorted_genome_bam.bam		SAMN13672645	Eye
SRS5878925	SRR10759477	PAIRED	Homo sapiens	10xv2	YES	SRP238587	Retina	NA	104	Early	Organoid	Organoid	ORG_104_possorted_genome_bam.bam		SAMN13672642	Eye
SRS5878940	SRR10759492	PAIRED	Homo sapiens	10xv2	YES	SRP238587	Retina	NA	122	Early	Cell Culture	Cell Culture	RS_122_14_unsorted_possorted_genome_bam.bam		SAMN13672651	Eye
SRS5878939	SRR10759491	PAIRED	Homo sapiens	10xv2	YES	SRP238587	Retina	NA	91	Early	Cell Culture	Cell Culture	RS_91_18_possorted_genome_bam.bam		SAMN13672652	Eye
SRS5878921	SRR10759473	PAIRED	Homo sapiens	10xv2	YES	SRP238587	Retina	NA	45	Early	Organoid	Organoid	ORG45_possorted_genome_bam.bam		SAMN13672646	Eye
#SRS5878928	SRR10759480	PAIRED	Homo sapiens	10xv2	YES	SRP238587	Retina	NA	59	Early	Fetal	Tissue	NA	broken_bam_r2_is_like_10bp_long	SAMN13672639	Eye
#SRS5878936	SRR10759488	PAIRED	Homo sapiens	10xv2	YES	SRP238587	Retina	NA	125	Early	Fetal	Tissue	NA	broken_bam_r2_is_like_10bp_long	SAMN13672655	Eye
SRS5878926	SRR10759478	PAIRED	Homo sapiens	10xv2	YES	SRP238587	Retina	NA	110	Early	Organoid	Organoid	ORG_110_possorted_genome_bam.bam		SAMN13672641	Eye
SRS5878930	SRR10759483	PAIRED	Homo sapiens	10xv2	YES	SRP238587	Retina	NA	80	Early	Fetal	Tissue	FET_80C_possorted_genome_bam.bam		SAMN13672660	Eye
SRS5878937	SRR10759489	PAIRED	Homo sapiens	10xv2	YES	SRP238587	Retina	NA	78	Early	Cell Culture	Cell Culture	RS78_35possorted_genome_bam.bam		SAMN13672654	Eye
SRS5878929	SRR10759481	PAIRED	Homo sapiens	10xv2	YES	SRP238587	Retina	NA	80	Early	Fetal	Tissue	FET_80P_possorted_genome_bam.bam		SAMN13672638	Eye
SRS5878942	SRR10759494	PAIRED	Homo sapiens	10xv2	YES	SRP238587	Retina	NA	134	Early	Cell Culture	Cell Culture	RS134_26NC_possorted_genome_bam.bam		SAMN13672649	Eye
SRS5878931	SRR10759482	PAIRED	Homo sapiens	10xv2	YES	SRP238587	Retina	NA	80	Early	Fetal	Tissue	FET_80P2_possorted_genome_bam.bam		SAMN13672637	Eye
#SRS5878935	SRR10759487	PAIRED	Homo sapiens	10xv2	YES	SRP238587	Retina	NA	125	Early	Fetal	Tissue	NA	broken_bam_r2_is_like_10bp_long	SAMN13672656	Eye
SRS5878941	SRR10759493	PAIRED	Homo sapiens	10xv2	YES	SRP238587	Retina	NA	134	Early	Cell Culture	Cell Culture	RS134_26FV_possorted_genome_bam.bam		SAMN13672650	Eye
#SRS5878932	SRR10759484	PAIRED	Homo sapiens	10xv2	YES	SRP238587	Retina	NA	82	Early	Fetal	Tissue	NA broken_bam_r2_is_like_10bp_long		SAMN13672659	Eye
SRS5030712	SRR9604262	PAIRED	Mus musculus	10xv2	YES	SRP212151	Retina	Batch2	NA	Late	NA	Tissue	aRGC6.bam		SAMN12143955	Eye
SRS5030713	SRR9604263	PAIRED	Mus musculus	10xv2	YES	SRP212151	Retina	Batch3	NA	Late	NA	Tissue	aRGC7.bam		SAMN12143954	Eye
SRS5030711	SRR9604261	PAIRED	Mus musculus	10xv2	YES	SRP212151	Retina	Batch2	NA	Late	NA	Tissue	aRGC5.bam		SAMN12143956	Eye
SRS5030710	SRR9604259	PAIRED	Mus musculus	10xv2	YES	SRP212151	Retina	Batch2	NA	Late	NA	Tissue	aRGC3.bam		SAMN12143958	Eye
SRS5030714	SRR9604264	PAIRED	Mus musculus	10xv2	YES	SRP212151	Retina	Batch3	NA	Late	NA	Tissue	aRGC8.bam		SAMN12143953	Eye
SRS5030716	SRR9604266	PAIRED	Mus musculus	10xv2	YES	SRP212151	Retina	Batch3	NA	Late	NA	Tissue	aRGC10.bam		SAMN12143951	Eye
SRS5030707	SRR9604257	PAIRED	Mus musculus	10xv2	YES	SRP212151	Retina	Batch1	NA	Late	NA	Tissue	aRGC1.bam		SAMN12143960	Eye
SRS5030708	SRR9604258	PAIRED	Mus musculus	10xv2	YES	SRP212151	Retina	Batch1	NA	Late	NA	Tissue	aRGC2.bam		SAMN12143959	Eye
SRS5030715	SRR9604265	PAIRED	Mus musculus	10xv2	YES	SRP212151	Retina	Batch3	NA	Late	NA	Tissue	aRGC9.bam		SAMN12143952	Eye
SRS5030709	SRR9604260	PAIRED	Mus musculus	10xv2	YES	SRP212151	Retina	Batch2	NA	Late	NA	Tissue	aRGC4.bam		SAMN12143957	Eye
SRS2728731	SRR6338874	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP125998	RPE	Rep1	63	Early	NA	Tissue	NA		SAMN08122596	Eye
SRS2728685	SRR6338828	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP125998	Retina	Rep1	49	Early	NA	Tissue	NA		SAMN08122642	Eye
SRS2728720	SRR6338863	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP125998	Retina	Rep2	161	Early	NA	Tissue	NA		SAMN08122607	Eye
SRS2728730	SRR6338873	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP125998	RPE	Rep1	63	Early	NA	Tissue	NA		SAMN08122597	Eye
SRS2728693	SRR6338836	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP125998	Retina	Rep2	56	Early	NA	Tissue	NA		SAMN08122634	Eye
SRS2728694	SRR6338837	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP125998	Retina	Rep2	56	Early	NA	Tissue	NA		SAMN08122633	Eye
SRS2728714	SRR6338857	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP125998	Retina	Rep1	161	Early	NA	Tissue	NA		SAMN08122613	Eye
SRS2728715	SRR6338858	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP125998	Retina	Rep2	161	Early	NA	Tissue	NA		SAMN08122612	Eye
SRS2728716	SRR6338859	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP125998	Retina	Rep2	161	Early	NA	Tissue	NA		SAMN08122611	Eye
SRS2728718	SRR6338861	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP125998	Retina	Rep1	161	Early	NA	Tissue	NA		SAMN08122609	Eye
SRS2728719	SRR6338862	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP125998	Retina	Rep2	161	Early	NA	Tissue	NA		SAMN08122608	Eye
SRS3443571	SRR7405851	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-196	Early	NA	Tissue	NA		SAMN09464583	Eye
SRS3443571	SRR7405853	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-196	Early	NA	Tissue	NA		SAMN09464583	Eye
SRS3443571	SRR7405854	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-196	Early	NA	Tissue	NA		SAMN09464583	Eye
SRS3443571	SRR7405855	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-196	Early	NA	Tissue	NA		SAMN09464583	Eye
SRS3443571	SRR7405856	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-196	Early	NA	Tissue	NA		SAMN09464583	Eye
SRS3443571	SRR7405857	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-196	Early	NA	Tissue	NA		SAMN09464583	Eye
SRS3443571	SRR7405858	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-196	Early	NA	Tissue	NA		SAMN09464583	Eye
SRS3443571	SRR7405859	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-196	Early	NA	Tissue	NA		SAMN09464583	Eye
SRS3443571	SRR7405861	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-196	Early	NA	Tissue	NA		SAMN09464583	Eye
SRS3443571	SRR7405862	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-196	Early	NA	Tissue	NA		SAMN09464583	Eye
SRS3443573	SRR7405864	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-182	Early	NA	Tissue	NA		SAMN09464580	Eye
SRS3443573	SRR7405866	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-182	Early	NA	Tissue	NA		SAMN09464580	Eye
SRS3443572	SRR7405867	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-168	Early	NA	Tissue	NA		SAMN09464579	Eye
SRS3443574	SRR7405868	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-154	Early	NA	Tissue	NA		SAMN09464578	Eye
SRS3443574	SRR7405869	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-154	Early	NA	Tissue	NA		SAMN09464578	Eye
SRS3443574	SRR7405870	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-154	Early	NA	Tissue	NA		SAMN09464578	Eye
SRS3443574	SRR7405871	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-154	Early	NA	Tissue	NA		SAMN09464578	Eye
SRS3443576	SRR7405872	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-126	Early	NA	Tissue	NA		SAMN09464587	Eye
SRS3443576	SRR7405873	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-126	Early	NA	Tissue	NA		SAMN09464587	Eye
SRS3443576	SRR7405875	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-126	Early	NA	Tissue	NA		SAMN09464587	Eye
SRS3443575	SRR7405876	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-112	Early	NA	Tissue	NA		SAMN09464586	Eye
SRS3443577	SRR7405877	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-112	Early	NA	Tissue	NA		SAMN09464585	Eye
SRS3443578	SRR7405878	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-91	Early	NA	Tissue	NA		SAMN09464584	Eye
SRS5090836	SRR9675714	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-140	Early	NA	Tissue	NA		SAMN12262284	Eye
SRS5090836	SRR9675715	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-140	Early	NA	Tissue	NA		SAMN12262284	Eye
SRS5090836	SRR9675717	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-140	Early	NA	Tissue	NA		SAMN12262284	Eye
SRS5090836	SRR9675718	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-140	Early	NA	Tissue	NA		SAMN12262284	Eye
SRS5090837	SRR9675719	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-140	Early	NA	Tissue	NA		SAMN12262283	Eye
SRS5090837	SRR9675720	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-140	Early	NA	Tissue	NA		SAMN12262283	Eye
SRS5090837	SRR9675721	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-140	Early	NA	Tissue	NA		SAMN12262283	Eye
SRS5090837	SRR9675722	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-140	Early	NA	Tissue	NA		SAMN12262283	Eye
SRS5090837	SRR9675723	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-140	Early	NA	Tissue	NA		SAMN12262283	Eye
SRS3443571	SRR7405852	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-196	Early	NA	Tissue	NA		SAMN09464583	Eye
SRS3443576	SRR7405874	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-126	Early	NA	Tissue	NA		SAMN09464587	Eye
SRS3443573	SRR7405865	PAIRED	Homo sapiens	10xv2	YES	SRP151023	Retina	NA	-182	Early	NA	Tissue	NA		SAMN09464580	Eye
