sample_accession	run_accession	library_layout	organism	Platform	UMI	study_accession	Tissue	Covariate	Age	integration_group	TissueNote	Source	bam10x	Comment	biosample	Donor	Organ	sex	Batch	biosample_title	retina_region	strain	batch
SRS3675367	SRR7700164	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840606	NA	Eye	NA	NA	E18 Cell 93	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675372	SRR7700170	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840600	NA	Eye	NA	NA	E18 Cell 99	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675380	SRR7700177	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840593	NA	Eye	NA	NA	E18 Cell 106	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675390	SRR7700187	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840635	NA	Eye	NA	NA	E18 Cell 116	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675412	SRR7700209	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840695	NA	Eye	NA	NA	E18 Cell 138	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675432	SRR7700228	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840784	NA	Eye	NA	NA	E18 Cell 157	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675439	SRR7700236	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840774	NA	Eye	NA	NA	E18 Cell 165	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675468	SRR7700263	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840747	NA	Eye	NA	NA	E18 Cell 192	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675473	SRR7700268	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840796	NA	Eye	NA	NA	E18 Cell 197	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675495	SRR7700292	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840545	NA	Eye	NA	NA	E18 Cell 221	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675503	SRR7700299	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840538	NA	Eye	NA	NA	E18 Cell 228	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675506	SRR7700301	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840536	NA	Eye	NA	NA	E18 Cell 230	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675511	SRR7700306	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840474	NA	Eye	NA	NA	E18 Cell 235	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675509	SRR7700307	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840473	NA	Eye	NA	NA	E18 Cell 236	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675519	SRR7700316	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840815	NA	Eye	NA	NA	E18 Cell 245	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675523	SRR7700319	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840812	NA	Eye	NA	NA	E18 Cell 248	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675532	SRR7700326	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840803	NA	Eye	NA	NA	E18 Cell 255	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675534	SRR7700332	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840841	NA	Eye	NA	NA	E18 Cell 261	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675545	SRR7700343	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840968	NA	Eye	NA	NA	E18 Cell 272	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675735	SRR7700344	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840967	NA	Eye	NA	NA	E18 Cell 273	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675559	SRR7700357	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840954	NA	Eye	NA	NA	E18 Cell 286	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675566	SRR7700363	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09840906	NA	Eye	NA	NA	P2 Cell 4	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675569	SRR7700367	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09840902	NA	Eye	NA	NA	P2 Cell 8	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675588	SRR7700388	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09840933	NA	Eye	NA	NA	P2 Cell 29	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675591	SRR7700391	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09840930	NA	Eye	NA	NA	P2 Cell 32	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675603	SRR7700402	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09840872	NA	Eye	NA	NA	P2 Cell 43	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675605	SRR7700403	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09840871	NA	Eye	NA	NA	P2 Cell 44	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675616	SRR7700415	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09840914	NA	Eye	NA	NA	P2 Cell 56	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675617	SRR7700417	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09840912	NA	Eye	NA	NA	P2 Cell 58	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675621	SRR7700418	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09840911	NA	Eye	NA	NA	P2 Cell 59	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675624	SRR7700423	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09840859	NA	Eye	NA	NA	P2 Cell 64	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675627	SRR7700429	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09840853	NA	Eye	NA	NA	P2 Cell 70	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675632	SRR7700430	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09840852	NA	Eye	NA	NA	P2 Cell 71	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675644	SRR7700443	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09840891	NA	Eye	NA	NA	P2 Cell 84	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675650	SRR7700450	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09840884	NA	Eye	NA	NA	P2 Cell 91	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675664	SRR7700463	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09840825	NA	Eye	NA	NA	P2 Cell 104	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675669	SRR7700468	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09840828	NA	Eye	NA	NA	P2 Cell 109	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675670	SRR7700469	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09840823	NA	Eye	NA	NA	P2 Cell 110	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675681	SRR7700480	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09840862	NA	Eye	NA	NA	P2 Cell 121	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675697	SRR7700496	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09840989	NA	Eye	NA	NA	P2 Cell 137	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675701	SRR7700500	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09840985	NA	Eye	NA	NA	P2 Cell 141	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675704	SRR7700502	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09840983	NA	Eye	NA	NA	P2 Cell 143	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675705	SRR7700503	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09840982	NA	Eye	NA	NA	P2 Cell 144	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675723	SRR7700522	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09841018	NA	Eye	NA	NA	P2 Cell 163	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675736	SRR7700534	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09841006	NA	Eye	NA	NA	P2 Cell 175	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675742	SRR7700540	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09841055	NA	Eye	NA	NA	P2 Cell 181	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675748	SRR7700543	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09841079	NA	Eye	NA	NA	P2 Cell 184	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675752	SRR7700550	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09841072	NA	Eye	NA	NA	P2 Cell 191	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675756	SRR7700553	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09841069	NA	Eye	NA	NA	P2 Cell 194	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675764	SRR7700564	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09841058	NA	Eye	NA	NA	P2 Cell 205	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675772	SRR7700571	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09841108	NA	Eye	NA	NA	P2 Cell 212	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675773	SRR7700572	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09841053	NA	Eye	NA	NA	P2 Cell 213	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675778	SRR7700576	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09841049	NA	Eye	NA	NA	P2 Cell 217	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675783	SRR7700580	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09841044	NA	Eye	NA	NA	P2 Cell 221	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675782	SRR7700581	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09841043	NA	Eye	NA	NA	P2 Cell 222	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675786	SRR7700582	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09841042	NA	Eye	NA	NA	P2 Cell 223	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675790	SRR7700589	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09841036	NA	Eye	NA	NA	P2 Cell 230	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675797	SRR7700594	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09841031	NA	Eye	NA	NA	P2 Cell 235	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675807	SRR7700605	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09841088	NA	Eye	NA	NA	P2 Cell 246	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675808	SRR7700606	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09841087	NA	Eye	NA	NA	P2 Cell 247	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675810	SRR7700608	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09841085	NA	Eye	NA	NA	P2 Cell 249	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675824	SRR7700622	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	Rep1	Tissue	NA	NA	SAMN09841122	NA	Eye	NA	NA	P2 Cell 263	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3698223	SRR7733533	PAIRED	Macaca fascicularis	10xv2	YES	SRP158528	Retina	Macaque4	1000	Late	Macaque4	Tissue	MacaqueCD73DP2S1.bam	NA	SAMN09873018	NA	Eye	NA	NA	M4PerCD73S1	Peripheral	NA	SRP158528_10xv2_Macaque4
SRS3698224	SRR7733535	PAIRED	Macaca fascicularis	10xv2	YES	SRP158528	Retina	Macaque1	1000	Late	Macaque1	Tissue	MacaqueCD90S1.bam	NA	SAMN09873015	NA	Eye	NA	NA	M1PerCD90S1	Peripheral	NA	SRP158528_10xv2_Macaque1
SRS3698227	SRR7733538	PAIRED	Macaca fascicularis	10xv2	YES	SRP158528	Retina	Macaque1	1000	Late	Macaque1	Tissue	MacaqueCD90_S4.bam	NA	SAMN09873010	NA	Eye	NA	NA	M1PerCD90S4	Peripheral	NA	SRP158528_10xv2_Macaque1
SRS3731635	SRR7775491	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942155	NA	Eye	NA	NA	Organoid8M_R0_C10	NA	NA	SRP159286_SCRBSeq_NA
SRS3731667	SRR7775525	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942301	NA	Eye	NA	NA	Organoid8M_R11_C40	NA	NA	SRP159286_SCRBSeq_NA
SRS3731674	SRR7775532	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942363	NA	Eye	NA	NA	Organoid8M_R11_C69	NA	NA	SRP159286_SCRBSeq_NA
SRS3731685	SRR7775544	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942310	NA	Eye	NA	NA	Organoid8M_R12_C42	NA	NA	SRP159286_SCRBSeq_NA
SRS3731689	SRR7775547	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942182	NA	Eye	NA	NA	Organoid8M_R12_C5	NA	NA	SRP159286_SCRBSeq_NA
SRS3731700	SRR7775558	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942174	NA	Eye	NA	NA	Organoid8M_R13_C7	NA	NA	SRP159286_SCRBSeq_NA
SRS3731719	SRR7775576	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942156	NA	Eye	NA	NA	Organoid8M_R14_C70	NA	NA	SRP159286_SCRBSeq_NA
SRS3731718	SRR7775577	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942200	NA	Eye	NA	NA	Organoid8M_R14_C71	NA	NA	SRP159286_SCRBSeq_NA
SRS3731721	SRR7775580	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942190	NA	Eye	NA	NA	Organoid8M_R15_C10	NA	NA	SRP159286_SCRBSeq_NA
SRS3731726	SRR7775585	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942194	NA	Eye	NA	NA	Organoid8M_R15_C26	NA	NA	SRP159286_SCRBSeq_NA
SRS3731730	SRR7775588	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942189	NA	Eye	NA	NA	Organoid8M_R15_C33	NA	NA	SRP159286_SCRBSeq_NA
SRS3731731	SRR7775589	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942188	NA	Eye	NA	NA	Organoid8M_R15_C36	NA	NA	SRP159286_SCRBSeq_NA
SRS3731735	SRR7775593	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942260	NA	Eye	NA	NA	Organoid8M_R15_C50	NA	NA	SRP159286_SCRBSeq_NA
SRS3731743	SRR7775601	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942252	NA	Eye	NA	NA	Organoid8M_R16_C10	NA	NA	SRP159286_SCRBSeq_NA
SRS3731758	SRR7775616	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942237	NA	Eye	NA	NA	Organoid8M_R16_C9	NA	NA	SRP159286_SCRBSeq_NA
SRS3731771	SRR7775630	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942291	NA	Eye	NA	NA	Organoid8M_R17_C63	NA	NA	SRP159286_SCRBSeq_NA
SRS3731778	SRR7775636	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942285	NA	Eye	NA	NA	Organoid8M_R18_C14	NA	NA	SRP159286_SCRBSeq_NA
SRS3731783	SRR7775643	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942278	NA	Eye	NA	NA	Organoid8M_R18_C30	NA	NA	SRP159286_SCRBSeq_NA
SRS3731791	SRR7775649	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942272	NA	Eye	NA	NA	Organoid8M_R18_C45	NA	NA	SRP159286_SCRBSeq_NA
SRS3731809	SRR7775667	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942452	NA	Eye	NA	NA	Organoid8M_R19_C38	NA	NA	SRP159286_SCRBSeq_NA
SRS3731812	SRR7775670	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942449	NA	Eye	NA	NA	Organoid8M_R19_C64	NA	NA	SRP159286_SCRBSeq_NA
SRS3731843	SRR7775701	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942497	NA	Eye	NA	NA	Organoid8M_R20_C43	NA	NA	SRP159286_SCRBSeq_NA
SRS3731850	SRR7775708	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942490	NA	Eye	NA	NA	Organoid8M_R20_C68	NA	NA	SRP159286_SCRBSeq_NA
SRS3731855	SRR7775713	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942485	NA	Eye	NA	NA	Organoid8M_R21_C20	NA	NA	SRP159286_SCRBSeq_NA
SRS3731869	SRR7775727	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942364	NA	Eye	NA	NA	Organoid8M_R22_C17	NA	NA	SRP159286_SCRBSeq_NA
SRS3731878	SRR7775736	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942427	NA	Eye	NA	NA	Organoid8M_R22_C65	NA	NA	SRP159286_SCRBSeq_NA
SRS3731881	SRR7775739	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942424	NA	Eye	NA	NA	Organoid8M_R23_C13	NA	NA	SRP159286_SCRBSeq_NA
SRS3731891	SRR7775750	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942413	NA	Eye	NA	NA	Organoid8M_R23_C45	NA	NA	SRP159286_SCRBSeq_NA
SRS3731896	SRR7775753	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942409	NA	Eye	NA	NA	Organoid8M_R23_C4	NA	NA	SRP159286_SCRBSeq_NA
SRS3731920	SRR7775779	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942460	NA	Eye	NA	NA	Organoid8M_R25_C13	NA	NA	SRP159286_SCRBSeq_NA
SRS3731926	SRR7775785	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942454	NA	Eye	NA	NA	Organoid8M_R25_C2	NA	NA	SRP159286_SCRBSeq_NA
SRS3731931	SRR7775790	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942385	NA	Eye	NA	NA	Organoid8M_R25_C44	NA	NA	SRP159286_SCRBSeq_NA
SRS3731942	SRR7775800	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942381	NA	Eye	NA	NA	Organoid8M_R26_C12	NA	NA	SRP159286_SCRBSeq_NA
SRS3731938	SRR7775801	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942380	NA	Eye	NA	NA	Organoid8M_R26_C13	NA	NA	SRP159286_SCRBSeq_NA
SRS3731944	SRR7775805	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942376	NA	Eye	NA	NA	Organoid8M_R26_C34	NA	NA	SRP159286_SCRBSeq_NA
SRS3731951	SRR7775810	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942371	NA	Eye	NA	NA	Organoid8M_R26_C41	NA	NA	SRP159286_SCRBSeq_NA
SRS3731957	SRR7775817	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942352	NA	Eye	NA	NA	Organoid8M_R26_C62	NA	NA	SRP159286_SCRBSeq_NA
SRS3731965	SRR7775824	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942345	NA	Eye	NA	NA	Organoid8M_R27_C23	NA	NA	SRP159286_SCRBSeq_NA
SRS3731966	SRR7775825	SINGLE	Homo sapiens	SCRBSeq	NO	SRP159286	Retina	NA	240	Late	NA	Organoid	NA	NA	SAMN09942344	NA	Eye	NA	NA	Organoid8M_R27_C25	NA	NA	SRP159286_SCRBSeq_NA
