sample_accession	run_accession	library_layout	organism	Platform	UMI	study_accession	Tissue	Covariate	Age	integration_group	TissueNote
SRS4384996	SRR8598047	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385018	SRR8598069	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385031	SRR8598082	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385033	SRR8598084	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385035	SRR8598086	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385037	SRR8598088	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385049	SRR8598100	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385057	SRR8598108	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385061	SRR8598112	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385067	SRR8598118	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385071	SRR8598122	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385081	SRR8598131	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385087	SRR8598137	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385090	SRR8598141	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385097	SRR8598148	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385101	SRR8598152	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385103	SRR8598154	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385111	SRR8598162	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385131	SRR8598182	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385135	SRR8598186	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385137	SRR8598188	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385154	SRR8598205	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385169	SRR8598220	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385181	SRR8598232	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385187	SRR8598238	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385205	SRR8598256	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385209	SRR8598260	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385212	SRR8598263	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385216	SRR8598266	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385242	SRR8598293	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385251	SRR8598302	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385258	SRR8598309	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385266	SRR8598317	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385268	SRR8598319	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385280	SRR8598331	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385292	SRR8598343	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385299	SRR8598350	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385303	SRR8598353	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385310	SRR8598361	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385324	SRR8598375	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385325	SRR8598376	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385338	SRR8598389	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385350	SRR8598401	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385351	SRR8598402	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385364	SRR8598415	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385366	SRR8598417	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385382	SRR8598433	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385396	SRR8598447	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385411	SRR8598462	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385429	SRR8598481	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385432	SRR8598483	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385436	SRR8598487	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385480	SRR8598531	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385491	SRR8598542	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385492	SRR8598543	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385494	SRR8598545	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385500	SRR8598552	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385503	SRR8598554	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385504	SRR8598555	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385506	SRR8598557	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385517	SRR8598568	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385523	SRR8598574	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385552	SRR8598603	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385572	SRR8598623	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385577	SRR8598628	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385581	SRR8598632	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385603	SRR8598654	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385610	SRR8598661	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385614	SRR8598665	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385627	SRR8598678	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385644	SRR8598695	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385653	SRR8598703	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385670	SRR8598721	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385671	SRR8598722	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385673	SRR8598723	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385696	SRR8598747	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385702	SRR8598753	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385725	SRR8598776	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385731	SRR8598782	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385742	SRR8598793	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385744	SRR8598795	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385746	SRR8598796	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385763	SRR8598814	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4385780	SRR8598831	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
SRS4715844	SRR9004349	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715844	SRR9004341	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715844	SRR9004342	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715844	SRR9004353	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715844	SRR9004346	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715844	SRR9004352	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715844	SRR9004347	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715844	SRR9004348	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715844	SRR9004345	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715844	SRR9004356	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715844	SRR9004344	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715844	SRR9004354	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715844	SRR9004351	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715844	SRR9004350	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715844	SRR9004343	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715844	SRR9004355	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715841	SRR9004402	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715841	SRR9004400	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715841	SRR9004397	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715841	SRR9004403	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715841	SRR9004390	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715841	SRR9004389	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715841	SRR9004395	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715841	SRR9004399	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715841	SRR9004394	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715841	SRR9004401	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715841	SRR9004404	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715841	SRR9004393	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715841	SRR9004398	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715841	SRR9004396	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715841	SRR9004391	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS4715841	SRR9004392	PAIRED	Homo sapiens	10xv3	YES	SRP194595	Retina	Donor 2	1000	Late	NA
SRS1397496	SRR3375533	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397490	SRR3375539	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397486	SRR3375543	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397483	SRR3375546	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397482	SRR3375547	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397475	SRR3375554	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397472	SRR3375557	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397464	SRR3375565	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397445	SRR3375584	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397441	SRR3375588	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397438	SRR3375592	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397426	SRR3375601	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397424	SRR3375605	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397418	SRR3375611	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397365	SRR3375670	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397363	SRR3375674	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397360	SRR3375679	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397330	SRR3375737	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397296	SRR3375797	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397290	SRR3375803	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397277	SRR3375816	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397276	SRR3375817	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397264	SRR3375829	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1397245	SRR3375848	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP073242	Retina	NA	17	Late	NA
SRS1467262	SRR3587532	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467271	SRR3587541	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467277	SRR3587547	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467289	SRR3587558	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467318	SRR3587587	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467327	SRR3587596	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467342	SRR3587611	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467350	SRR3587619	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467362	SRR3587632	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467391	SRR3587660	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467410	SRR3587678	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467414	SRR3587683	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467422	SRR3587691	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467423	SRR3587692	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467436	SRR3587705	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467451	SRR3587719	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch1	17	Late	NA
SRS1467453	SRR3587723	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467465	SRR3587734	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467467	SRR3587736	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467486	SRR3587755	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467487	SRR3587756	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467492	SRR3587762	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467494	SRR3587764	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467497	SRR3587765	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467504	SRR3587773	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467514	SRR3587784	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467533	SRR3587802	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467534	SRR3587803	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467582	SRR3587851	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467597	SRR3587866	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467599	SRR3587868	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467604	SRR3587873	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467606	SRR3587875	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467609	SRR3587878	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467643	SRR3587912	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467250	SRR3587501	PAIRED	Mus musculus	DropSeq	YES	SRP075719	Retina	Batch1	17	Late	NA
SRS2166274	SRR5508612	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166277	SRR5508615	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166281	SRR5508619	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166288	SRR5508627	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166297	SRR5508637	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166299	SRR5508638	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166305	SRR5508642	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166316	SRR5508655	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166317	SRR5508656	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166355	SRR5508695	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166356	SRR5508697	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166360	SRR5508700	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166381	SRR5508718	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166389	SRR5508727	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166397	SRR5508736	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166415	SRR5508753	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166419	SRR5508757	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166433	SRR5508770	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166439	SRR5508776	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166458	SRR5508796	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166466	SRR5508805	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166479	SRR5508818	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166482	SRR5508820	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166493	SRR5508833	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166500	SRR5508838	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166509	SRR5508849	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166512	SRR5508850	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166665	SRR5508859	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166675	SRR5508866	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166677	SRR5508871	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166685	SRR5508881	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166692	SRR5508887	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166704	SRR5508898	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166706	SRR5508901	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166709	SRR5508903	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166717	SRR5508907	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166718	SRR5508913	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166726	SRR5508921	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166739	SRR5508935	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166745	SRR5508941	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166749	SRR5508944	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166765	SRR5508961	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166774	SRR5508970	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166790	SRR5508986	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166797	SRR5508994	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166812	SRR5509007	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166837	SRR5509031	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166851	SRR5509046	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166857	SRR5509051	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166879	SRR5509071	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166877	SRR5509073	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166881	SRR5509078	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166885	SRR5509081	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166890	SRR5509086	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166924	SRR5509118	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166928	SRR5509124	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166931	SRR5509126	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
