sample_accession	run_accession	library_layout	organism	Platform	UMI	study_accession	Tissue	Covariate	Age	integration_group	TissueNote	Source	bam10x	Comment	biosample	Organ
SRS5051668	SRR9629334	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917860: Macu_Nuc_R28_C4; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R28_C4	Tissue	NA	NA	SAMN12189082	Eye
SRS5051667	SRR9629333	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917859: Macu_Nuc_R27_C6; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R27_C6	Tissue	NA	NA	SAMN12189083	Eye
SRS5051666	SRR9629332	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917858: Macu_Nuc_R27_C56; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R27_C56	Tissue	NA	NA	SAMN12189084	Eye
SRS5051665	SRR9629331	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917857: Macu_Nuc_R26_C8; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R26_C8	Tissue	NA	NA	SAMN12189085	Eye
SRS5051664	SRR9629330	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917856: Macu_Nuc_R26_C30; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R26_C30	Tissue	NA	NA	SAMN12189086	Eye
SRS5051663	SRR9628593	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917439: Mac1cell_R50_C49; Homo sapiens; RNA-Seq | NA | Mac1cell_R50_C49	Tissue	NA	NA	SAMN12188600	Eye
SRS5051662	SRR9628592	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917438: Mac1cell_R50_C44; Homo sapiens; RNA-Seq | NA | Mac1cell_R50_C44	Tissue	NA	NA	SAMN12188603	Eye
SRS5051661	SRR9628591	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917437: Mac1cell_R50_C36; Homo sapiens; RNA-Seq | NA | Mac1cell_R50_C36	Tissue	NA	NA	SAMN12188605	Eye
SRS5051659	SRR9628590	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917436: Mac1cell_R50_C35; Homo sapiens; RNA-Seq | NA | Mac1cell_R50_C35	Tissue	NA	NA	SAMN12188606	Eye
SRS5051660	SRR9628589	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917435: Mac1cell_R50_C30; Homo sapiens; RNA-Seq | NA | Mac1cell_R50_C30	Tissue	NA	NA	SAMN12188607	Eye
SRS5051658	SRR9628588	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917434: Mac1cell_R50_C2; Homo sapiens; RNA-Seq | NA | Mac1cell_R50_C2	Tissue	NA	NA	SAMN12188608	Eye
SRS5051657	SRR9628427	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917433: Mac1cell_R50_C28; Homo sapiens; RNA-Seq | NA | Mac1cell_R50_C28	Tissue	NA	NA	SAMN12188614	Eye
SRS5051656	SRR9628426	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917432: Mac1cell_R50_C26; Homo sapiens; RNA-Seq | NA | Mac1cell_R50_C26	Tissue	NA	NA	SAMN12188609	Eye
SRS5051655	SRR9633492	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3916647: Mac1cell_R0_C9; Homo sapiens; RNA-Seq | NA | Mac1cell_R0_C9	Tissue	NA	NA	SAMN12187887	Eye
SRS5051654	SRR9633491	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3916646: Mac1cell_R0_C8; Homo sapiens; RNA-Seq | NA | Mac1cell_R0_C8	Tissue	NA	NA	SAMN12187888	Eye
SRS5051653	SRR9633490	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3916645: Mac1cell_R0_C69; Homo sapiens; RNA-Seq | NA | Mac1cell_R0_C69	Tissue	NA	NA	SAMN12187889	Eye
SRS5051652	SRR9633489	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3916644: Mac1cell_R0_C68; Homo sapiens; RNA-Seq | NA | Mac1cell_R0_C68	Tissue	NA	NA	SAMN12187890	Eye
SRS5051651	SRR9633488	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3916643: Mac1cell_R0_C65; Homo sapiens; RNA-Seq | NA | Mac1cell_R0_C65	Tissue	NA	NA	SAMN12187891	Eye
SRS5051650	SRR9633487	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3916642: Mac1cell_R0_C58; Homo sapiens; RNA-Seq | NA | Mac1cell_R0_C58	Tissue	NA	NA	SAMN12187892	Eye
SRS5051649	SRR9633486	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3916641: Mac1cell_R0_C56; Homo sapiens; RNA-Seq | NA | Mac1cell_R0_C56	Tissue	NA	NA	SAMN12187893	Eye
SRS5051648	SRR9633485	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3916640: Mac1cell_R0_C52; Homo sapiens; RNA-Seq | NA | Mac1cell_R0_C52	Tissue	NA	NA	SAMN12187894	Eye
SRS5051647	SRR9627793	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917039: Mac1cell_R29_C18; Homo sapiens; RNA-Seq | NA | Mac1cell_R29_C18	Tissue	NA	NA	SAMN12187995	Eye
SRS5051646	SRR9627792	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917038: Mac1cell_R29_C15; Homo sapiens; RNA-Seq | NA | Mac1cell_R29_C15	Tissue	NA	NA	SAMN12187996	Eye
SRS5051644	SRR9627791	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917037: Mac1cell_R29_C13; Homo sapiens; RNA-Seq | NA | Mac1cell_R29_C13	Tissue	NA	NA	SAMN12187998	Eye
SRS5051645	SRR9627790	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917036: Mac1cell_R29_C0; Homo sapiens; RNA-Seq | NA | Mac1cell_R29_C0	Tissue	NA	NA	SAMN12187999	Eye
SRS5051643	SRR9627789	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917035: Mac1cell_R28_C66; Homo sapiens; RNA-Seq | NA | Mac1cell_R28_C66	Tissue	NA	NA	SAMN12188000	Eye
SRS5051642	SRR9627788	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917034: Mac1cell_R28_C62; Homo sapiens; RNA-Seq | NA | Mac1cell_R28_C62	Tissue	NA	NA	SAMN12188001	Eye
SRS5051641	SRR9634330	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917033: Mac1cell_R28_C61; Homo sapiens; RNA-Seq | NA | Mac1cell_R28_C61	Tissue	NA	NA	SAMN12188003	Eye
SRS5051640	SRR9634329	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917032: Mac1cell_R28_C57; Homo sapiens; RNA-Seq | NA | Mac1cell_R28_C57	Tissue	NA	NA	SAMN12188004	Eye
SRS5051639	SRR9633018	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922903: Per_R52_C70; Homo sapiens; RNA-Seq | NA | Per_R52_C70	Tissue	NA	NA	SAMN12201227	Eye
SRS5051637	SRR9633017	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922902: Per_R52_C62; Homo sapiens; RNA-Seq | NA | Per_R52_C62	Tissue	NA	NA	SAMN12201228	Eye
SRS5051638	SRR9633016	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922901: Per_R52_C61; Homo sapiens; RNA-Seq | NA | Per_R52_C61	Tissue	NA	NA	SAMN12201230	Eye
SRS5051636	SRR9633015	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922900: Per_R52_C60; Homo sapiens; RNA-Seq | NA | Per_R52_C60	Tissue	NA	NA	SAMN12201231	Eye
SRS5051635	SRR9633014	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922899: Per_R52_C47; Homo sapiens; RNA-Seq | NA | Per_R52_C47	Tissue	NA	NA	SAMN12201232	Eye
SRS5051634	SRR9633013	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922898: Per_R52_C46; Homo sapiens; RNA-Seq | NA | Per_R52_C46	Tissue	NA	NA	SAMN12201233	Eye
SRS5051633	SRR9633012	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922897: Per_R52_C45; Homo sapiens; RNA-Seq | NA | Per_R52_C45	Tissue	NA	NA	SAMN12201234	Eye
SRS5051632	SRR9633011	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922896: Per_R52_C19; Homo sapiens; RNA-Seq | NA | Per_R52_C19	Tissue	NA	NA	SAMN12201236	Eye
SRS5051629	SRR9632017	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922463: Mac_R69_C53; Homo sapiens; RNA-Seq | NA | Mac_R69_C53	Tissue	NA	NA	SAMN12201781	Eye
SRS5051631	SRR9632016	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922462: Mac_R69_C27; Homo sapiens; RNA-Seq | NA | Mac_R69_C27	Tissue	NA	NA	SAMN12201782	Eye
SRS5051628	SRR9632015	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922461: Mac_R69_C25; Homo sapiens; RNA-Seq | NA | Mac_R69_C25	Tissue	NA	NA	SAMN12201783	Eye
SRS5051626	SRR9632014	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922460: Mac_R68_C57; Homo sapiens; RNA-Seq | NA | Mac_R68_C57	Tissue	NA	NA	SAMN12201784	Eye
SRS5051627	SRR9632013	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922459: Mac_R68_C56; Homo sapiens; RNA-Seq | NA | Mac_R68_C56	Tissue	NA	NA	SAMN12201785	Eye
SRS5051630	SRR9632012	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922458: Mac_R68_C50; Homo sapiens; RNA-Seq | NA | Mac_R68_C50	Tissue	NA	NA	SAMN12201786	Eye
SRS5051625	SRR9632011	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922457: Mac_R68_C48; Homo sapiens; RNA-Seq | NA | Mac_R68_C48	Tissue	NA	NA	SAMN12201787	Eye
SRS5051623	SRR9632010	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922456: Mac_R68_C33; Homo sapiens; RNA-Seq | NA | Mac_R68_C33	Tissue	NA	NA	SAMN12201788	Eye
SRS5051622	SRR9631177	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922023: sample_R69_C43; Homo sapiens; RNA-Seq | NA | sample_R69_C43	Tissue	NA	NA	SAMN12200431	Eye
SRS5051624	SRR9631176	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922022: sample_R69_C42; Homo sapiens; RNA-Seq | NA | sample_R69_C42	Tissue	NA	NA	SAMN12200432	Eye
SRS5051621	SRR9631175	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922021: sample_R69_C3; Homo sapiens; RNA-Seq | NA | sample_R69_C3	Tissue	NA	NA	SAMN12200433	Eye
SRS5051620	SRR9631174	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922020: sample_R69_C32; Homo sapiens; RNA-Seq | NA | sample_R69_C32	Tissue	NA	NA	SAMN12200434	Eye
SRS5051619	SRR9631173	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922019: sample_R69_C31; Homo sapiens; RNA-Seq | NA | sample_R69_C31	Tissue	NA	NA	SAMN12200435	Eye
SRS5051618	SRR9631172	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922018: sample_R69_C27; Homo sapiens; RNA-Seq | NA | sample_R69_C27	Tissue	NA	NA	SAMN12200436	Eye
SRS5051617	SRR9631171	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922017: sample_R69_C26; Homo sapiens; RNA-Seq | NA | sample_R69_C26	Tissue	NA	NA	SAMN12200461	Eye
SRS5051616	SRR9631170	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922016: sample_R69_C25; Homo sapiens; RNA-Seq | NA | sample_R69_C25	Tissue	NA	NA	SAMN12200462	Eye
SRS5051615	SRR9630585	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921751: sample_R59_C11; Homo sapiens; RNA-Seq | NA | sample_R59_C11	Tissue	NA	NA	SAMN12200693	Eye
SRS5051614	SRR9630584	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921750: sample_R59_C10; Homo sapiens; RNA-Seq | NA | sample_R59_C10	Tissue	NA	NA	SAMN12200689	Eye
SRS5051613	SRR9630583	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921749: sample_R58_C8; Homo sapiens; RNA-Seq | NA | sample_R58_C8	Tissue	NA	NA	SAMN12200694	Eye
SRS5051612	SRR9630582	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921748: sample_R58_C65; Homo sapiens; RNA-Seq | NA | sample_R58_C65	Tissue	NA	NA	SAMN12200696	Eye
SRS5051611	SRR9630581	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921747: sample_R58_C64; Homo sapiens; RNA-Seq | NA | sample_R58_C64	Tissue	NA	NA	SAMN12200729	Eye
SRS5051610	SRR9630580	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921746: sample_R58_C60; Homo sapiens; RNA-Seq | NA | sample_R58_C60	Tissue	NA	NA	SAMN12200730	Eye
SRS5051609	SRR9630579	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921745: sample_R58_C59; Homo sapiens; RNA-Seq | NA | sample_R58_C59	Tissue	NA	NA	SAMN12200731	Eye
SRS5051608	SRR9630578	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921744: sample_R58_C58; Homo sapiens; RNA-Seq | NA | sample_R58_C58	Tissue	NA	NA	SAMN12200732	Eye
SRS5051607	SRR9629737	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921303: sample_R3_C35; Homo sapiens; RNA-Seq | NA | sample_R3_C35	Tissue	NA	NA	SAMN12199547	Eye
SRS5051605	SRR9629736	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921302: sample_R3_C34; Homo sapiens; RNA-Seq | NA | sample_R3_C34	Tissue	NA	NA	SAMN12199548	Eye
SRS5051606	SRR9629735	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921301: sample_R3_C27; Homo sapiens; RNA-Seq | NA | sample_R3_C27	Tissue	NA	NA	SAMN12199604	Eye
SRS5051604	SRR9629734	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921300: sample_R3_C26; Homo sapiens; RNA-Seq | NA | sample_R3_C26	Tissue	NA	NA	SAMN12199549	Eye
SRS5051603	SRR9629733	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921299: sample_R3_C20; Homo sapiens; RNA-Seq | NA | sample_R3_C20	Tissue	NA	NA	SAMN12199550	Eye
SRS5051602	SRR9629732	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921298: sample_R3_C10; Homo sapiens; RNA-Seq | NA | sample_R3_C10	Tissue	NA	NA	SAMN12199551	Eye
SRS5051601	SRR9629731	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921297: sample_R39_C8; Homo sapiens; RNA-Seq | NA | sample_R39_C8	Tissue	NA	NA	SAMN12199552	Eye
SRS5051600	SRR9629730	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921296: sample_R39_C7; Homo sapiens; RNA-Seq | NA | sample_R39_C7	Tissue	NA	NA	SAMN12199603	Eye
SRS5051599	SRR9628729	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920855: sample_R18_C46; Homo sapiens; RNA-Seq | NA | sample_R18_C46	Tissue	NA	NA	SAMN12200016	Eye
SRS5051597	SRR9628728	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920854: sample_R18_C44; Homo sapiens; RNA-Seq | NA | sample_R18_C44	Tissue	NA	NA	SAMN12200017	Eye
SRS5051598	SRR9628727	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920853: sample_R18_C42; Homo sapiens; RNA-Seq | NA | sample_R18_C42	Tissue	NA	NA	SAMN12200018	Eye
SRS5051596	SRR9628726	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920852: sample_R18_C33; Homo sapiens; RNA-Seq | NA | sample_R18_C33	Tissue	NA	NA	SAMN12200019	Eye
SRS5051595	SRR9628725	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920851: sample_R18_C32; Homo sapiens; RNA-Seq | NA | sample_R18_C32	Tissue	NA	NA	SAMN12200020	Eye
SRS5051594	SRR9628724	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920850: sample_R18_C23; Homo sapiens; RNA-Seq | NA | sample_R18_C23	Tissue	NA	NA	SAMN12200021	Eye
SRS5051593	SRR9628723	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920849: sample_R18_C18; Homo sapiens; RNA-Seq | NA | sample_R18_C18	Tissue	NA	NA	SAMN12200022	Eye
SRS5051592	SRR9628722	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920848: sample_R18_C0; Homo sapiens; RNA-Seq | NA | sample_R18_C0	Tissue	NA	NA	SAMN12200023	Eye
SRS5051589	SRR9627969	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920415: Per_R2_C25; Homo sapiens; RNA-Seq | NA | Per_R2_C25	Tissue	NA	NA	SAMN12196358	Eye
SRS5051591	SRR9627968	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920414: Per_R2_C11; Homo sapiens; RNA-Seq | NA | Per_R2_C11	Tissue	NA	NA	SAMN12196359	Eye
SRS5051590	SRR9627967	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920413: Per_R2_C10; Homo sapiens; RNA-Seq | NA | Per_R2_C10	Tissue	NA	NA	SAMN12196360	Eye
SRS5051588	SRR9627966	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920412: Per_R29_C5; Homo sapiens; RNA-Seq | NA | Per_R29_C5	Tissue	NA	NA	SAMN12196361	Eye
SRS5051587	SRR9627965	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920411: Per_R29_C59; Homo sapiens; RNA-Seq | NA | Per_R29_C59	Tissue	NA	NA	SAMN12196362	Eye
SRS5051586	SRR9627964	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920410: Per_R29_C51; Homo sapiens; RNA-Seq | NA | Per_R29_C51	Tissue	NA	NA	SAMN12196363	Eye
SRS5051585	SRR9627963	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920409: Per_R29_C3; Homo sapiens; RNA-Seq | NA | Per_R29_C3	Tissue	NA	NA	SAMN12196364	Eye
SRS5051584	SRR9627962	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920408: Per_R29_C35; Homo sapiens; RNA-Seq | NA | Per_R29_C35	Tissue	NA	NA	SAMN12196365	Eye
SRS5051583	SRR9633442	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919967: M_R32_C38; Homo sapiens; RNA-Seq | NA | M_R32_C38	Tissue	NA	NA	SAMN12191398	Eye
SRS5051582	SRR9633441	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919966: M_R32_C23; Homo sapiens; RNA-Seq | NA | M_R32_C23	Tissue	NA	NA	SAMN12191399	Eye
SRS5051579	SRR9633440	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919965: M_R32_C22; Homo sapiens; RNA-Seq | NA | M_R32_C22	Tissue	NA	NA	SAMN12191400	Eye
SRS5051580	SRR9633439	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919964: M_R32_C18; Homo sapiens; RNA-Seq | NA | M_R32_C18	Tissue	NA	NA	SAMN12191401	Eye
SRS5051578	SRR9633438	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919963: M_R31_C61; Homo sapiens; RNA-Seq | NA | M_R31_C61	Tissue	NA	NA	SAMN12191402	Eye
SRS5051581	SRR9633437	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919962: M_R31_C36; Homo sapiens; RNA-Seq | NA | M_R31_C36	Tissue	NA	NA	SAMN12191403	Eye
SRS5051577	SRR9633436	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919961: M_R31_C15; Homo sapiens; RNA-Seq | NA | M_R31_C15	Tissue	NA	NA	SAMN12191404	Eye
SRS5051576	SRR9633435	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919960: M_R30_C68; Homo sapiens; RNA-Seq | NA | M_R30_C68	Tissue	NA	NA	SAMN12191405	Eye
SRS5051575	SRR9632601	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919527: Macular_R60_C40; Homo sapiens; RNA-Seq | NA | Macular_R60_C40	Tissue	NA	NA	SAMN12190730	Eye
SRS5051574	SRR9632600	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919526: Macular_R60_C3; Homo sapiens; RNA-Seq | NA | Macular_R60_C3	Tissue	NA	NA	SAMN12190725	Eye
SRS5051573	SRR9632599	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919525: Macular_R60_C37; Homo sapiens; RNA-Seq | NA | Macular_R60_C37	Tissue	NA	NA	SAMN12190726	Eye
SRS5051572	SRR9632598	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919524: Macular_R60_C31; Homo sapiens; RNA-Seq | NA | Macular_R60_C31	Tissue	NA	NA	SAMN12190727	Eye
SRS5051571	SRR9632597	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919523: Macular_R60_C27; Homo sapiens; RNA-Seq | NA | Macular_R60_C27	Tissue	NA	NA	SAMN12190728	Eye
SRS5051570	SRR9632596	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919522: Macular_R60_C25; Homo sapiens; RNA-Seq | NA | Macular_R60_C25	Tissue	NA	NA	SAMN12190729	Eye
SRS5051569	SRR9632595	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919521: Macular_R60_C21; Homo sapiens; RNA-Seq | NA | Macular_R60_C21	Tissue	NA	NA	SAMN12190731	Eye
SRS5051568	SRR9632594	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919520: Macular_R60_C1; Homo sapiens; RNA-Seq | NA | Macular_R60_C1	Tissue	NA	NA	SAMN12190732	Eye
SRS5051567	SRR9631881	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919127: Macular_R38_C6; Homo sapiens; RNA-Seq | NA | Macular_R38_C6	Tissue	NA	NA	SAMN12190781	Eye
SRS5051566	SRR9631880	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919126: Macular_R38_C56; Homo sapiens; RNA-Seq | NA | Macular_R38_C56	Tissue	NA	NA	SAMN12190782	Eye
SRS5051565	SRR9631879	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919125: Macular_R38_C52; Homo sapiens; RNA-Seq | NA | Macular_R38_C52	Tissue	NA	NA	SAMN12190847	Eye
SRS5051564	SRR9631878	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919124: Macular_R38_C43; Homo sapiens; RNA-Seq | NA | Macular_R38_C43	Tissue	NA	NA	SAMN12190848	Eye
SRS5051562	SRR9631877	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919123: Macular_R38_C42; Homo sapiens; RNA-Seq | NA | Macular_R38_C42	Tissue	NA	NA	SAMN12190849	Eye
SRS5051563	SRR9631876	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919122: Macular_R38_C40; Homo sapiens; RNA-Seq | NA | Macular_R38_C40	Tissue	NA	NA	SAMN12190850	Eye
SRS5051561	SRR9631875	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919121: Macular_R38_C38; Homo sapiens; RNA-Seq | NA | Macular_R38_C38	Tissue	NA	NA	SAMN12190851	Eye
SRS5051560	SRR9631874	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919120: Macular_R38_C28; Homo sapiens; RNA-Seq | NA | Macular_R38_C28	Tissue	NA	NA	SAMN12190852	Eye
